company_name,company_rating,industry,size,type,years_old,location
Elgi Ultra Industries,4.1,Consumer Electronics & Appliances,51-200 Employees,Public,41,Chennai
Cure foods,3.9,Fitness & Wellness,501-1k Employees,Startup,8,Chennai
CNH,4.2,Automobile,1k-5k Employees,Public,11,Chennai
Xchanging,4.0,IT Services & Consulting,201-500 Employees,Public,26,Chennai
Oxyzo Financial Services,3.9,Financial Services,201-500 Employees,Indian Unicorn,8,Chennai
Eli Lilly and Company,4.1,Pharma,1k-5k Employees,Public,31,Chennai
Grasim Industries,4.1,Building Material,10k-50k Employees,Public,77,Chennai
Viatris,4.2,Pharma,10k-50k Employees,Forbes Global 2000,4,Chennai
Godrej Industries,4.2,Chemicals,1k-5k Employees,Public,61,Chennai
ALIGHT HR SERVICES,3.9,IT Services & Consulting,1k-5k Employees,Startup,7,Chennai
Faasos Food Services,4.0,Internet,1k-5k Employees,Indian Unicorn,14,Chennai
Sparsh BPO Services,3.9,BPO,10k-50k Employees,Public,46,Chennai
Faasos Food Services,4.0,Internet,1k-5k Employees,Indian Unicorn,14,Chennai
Chiptest Engineering,3.1,Semiconductors,11-50 Employees,Public,19,Chennai
LAKSHMI CARGO COMPANY,4.0,Logistics,51-200 Employees,Public,39,Chennai
Fulford India,4.3,Pharma,501-1k Employees,Public,76,Chennai
LAKSHMI CARGO COMPANY,4.0,Logistics,51-200 Employees,Public,39,Chennai
Flintobox,3.8,Internet,51-200 Employees,Startup,11,Chennai
Flintobox,3.8,Internet,51-200 Employees,Startup,11,Chennai
Tamil Nadu State Transport Corporation,4.6,Financial Services,1 Lakh+ Employees,State,49,Chennai
Vanta Bioscience,2.2,Healthcare,51-200 Employees,Public,8,Chennai
Fulford India,4.3,Pharma,501-1k Employees,Public,76,Chennai
Socure India,3.4,IT Services & Consulting,11-50 Employees,Startup,12,Chennai
Sagous Software and Services,4.6,IT Services & Consulting,11-50 Employees,Startup,7,Chennai
Rocketlane,3.9,Internet,11-50 Employees,Startup,4,Chennai
Sai University,4.3,Education & Training,11-50 Employees (Global),Startup,3,Chennai
Rocketlane,3.9,Internet,11-50 Employees,Startup,4,Chennai
Sagous Software and Services,4.6,IT Services & Consulting,11-50 Employees,Startup,7,Chennai
Sai University,4.3,Education & Training,11-50 Employees (Global),Startup,3,Chennai
LT Foods,4.1,Food Processing,1k-5k Employees,Public,34,Chennai
Bimetal Bearings,4.3,Industrial Machinery,1k-5k Employees,Public,63,Chennai
Ventura Securities,4.0,Financial Services,1k-5k Employees,Public,30,Chennai
Kajaria Ceramics,4.2,Building Material,1k-5k Employees,Public,39,Chennai
IDBI Intech Limited,3.7,IT Services & Consulting,1k-5k Employees,Public,24,Chennai
Pricol,4.0,Auto Components,1k-5k Employees,Public,49,Chennai
Everest Industries,4.1,Building Material,1k-5k Employees,Public,90,Chennai
Knorr-Bremse,4.1,Auto Components,501-1k Employees,Forbes Global 2000,11,Chennai
UFO Moviez,3.7,Media & Entertainment,201-500 Employees,Public,19,Chennai
Wheelseye Technology,3.7,Logistics,1k-5k Employees,Startup,7,Chennai
Central Bank of India,4.0,Banking,10k-50k Employees,Public,113,Chennai
Blowhorn,4.6,Logistics,501-1k Employees,Startup,10,Chennai
Sterlite Power,4.0,Power,1k-5k Employees,Fortune India 500,14,Chennai
Optimus Global Services,4.1,BPO,51-200 Employees,Public,22,Chennai
AU Small Finance Bank,4.4,Banking,10k-50k Employees,Fortune India 500,28,Chennai
Jay Ushin,4.0,Auto Components,1k-5k Employees,Public,65,Chennai
RenewBuy,3.8,Insurance,1k-5k Employees,Startup,10,Chennai
Fashor Lifestyle,3.0,Internet,11-50 Employees,Startup,7,Chennai
Wistron,3.9,Electronics Manufacturing,1k-5k Employees,Forbes Global 2000,23,Chennai
Hippo Video,2.4,Internet,51-200 Employees,Startup,8,Chennai
Syngene International,3.9,Pharma,1k-5k Employees,Public,31,Chennai
UTL Technologies,4.0,Education & Training,51-200 Employees,Public,23,Chennai
NexGen Technologies,4.3,Internet,51-200 Employees (Global),Public,27,Chennai
HFCL,4.2,Hardware & Networking,1k-5k Employees,Public,37,Chennai
The Hershey Company,4.2,Food Processing,201-500 Employees,Forbes Global 2000,130,Chennai
Central Bank of India,4.0,Banking,10k-50k Employees,Public,113,Chennai
Wheelseye Technology,3.7,Logistics,1k-5k Employees,Startup,7,Chennai
Jyoti CNC Automation,4.0,Industrial Machinery,501-1k Employees,Public,35,Chennai
POSCO,4.2,Metals & Mining,51-200 Employees,Forbes Global 2000,56,Chennai
DIC India,4.2,Chemicals,501-1k Employees,Public,77,Chennai
Assurekit Technology and Services,4.8,Insurance,51-200 Employees,Startup,5,Chennai
Healthcare At Home,3.6,Healthcare,1k-5k Employees,Startup,12,Chennai
UTL Technologies,4.0,Education & Training,51-200 Employees,Public,23,Chennai
Bayer,4.2,Pharma,10k-50k Employees,Public,161,Chennai
Orient Electric,4.0,Consumer Electronics & Appliances,501-1k Employees,Public,70,Chennai
ClarityTTS,4.2,Travel & Tourism,51-200 Employees,Startup,5,Chennai
IL&FS Engineering and Construction,4.4,Engineering & Construction,1k-5k Employees,Public,36,Chennai
JoulestoWatts Business Solutions,2.9,IT Services & Consulting,201-500 Employees,Startup,9,Chennai
IDBI Intech Limited,3.7,IT Services & Consulting,1k-5k Employees,Public,24,Chennai
Entertainment Network India,3.5,Media & Entertainment,501-1k Employees,Public,25,Chennai
Sterlite Power,4.0,Power,1k-5k Employees,Fortune India 500,14,Chennai
Gabriel India,4.2,Auto Components,1k-5k Employees,Public,63,Chennai
Optimus Global Services,4.1,BPO,51-200 Employees,Public,22,Chennai
Gabriel India,4.2,Auto Components,1k-5k Employees,Public,63,Chennai
Ministry of Defence,4.4,Government,1 Lakh+ Employees,Central,77,Chennai
Grindwell Norton,4.1,Industrial Machinery,1k-5k Employees,Public,83,Chennai
WS Industries,3.2,Industrial Machinery,501-1k Employees,Public,63,Mumbai
WS Industries,3.2,Industrial Machinery,501-1k Employees,Public,63,Chennai
Ministry of Defence,4.4,Government,1 Lakh+ Employees,Central,77,Chennai
Honeywell International India,4.0,Defence & Aerospace,10k-50k Employees,Forbes Global 2000,118,Chennai
India Post,3.9,Government,1 Lakh+ Employees,Public,170,Chennai
The Indian Hume Pipe Co.,4.1,Building Material,1k-5k Employees,Public,98,Chennai
Andrew Yule & Co.,3.8,Food Processing,201-500 Employees,Public,161,Chennai
Core Integra Consulting Services,3.6,Recruitment,501-1k Employees,Conglomerate,13,Chennai
Core Integra Consulting Services,3.6,Recruitment,501-1k Employees,Conglomerate,13,Chennai
Chemfab Alkalis,4.1,Chemicals / Agri Inputs,51-200 Employees,Public,39,Chennai
TIL,3.4,Industrial Machinery,1k-5k Employees,Public,80,Mumbai
Currents Technology Retail India,4.6,Retail,51-200 Employees (Global),Public,13,Chennai
Ion Exchange Services,3.6,Waste Management,1k-5k Employees (Global),Public,60,Chennai
Hip Bar,4.3,Internet,51-200 Employees (Global),Startup,9,Chennai
ITC Wills Lifestyle,4.6,Fashion & Textile,201-500 Employees (Global),Public,114,Chennai
Hip Bar,4.3,Internet,51-200 Employees (Global),Startup,9,Chennai
Negup Solutions,5.0,IT Services & Consulting,1-10 Employees,Startup,6,Chennai
Currents Technology Retail India,4.6,Retail,51-200 Employees (Global),Public,13,Chennai
Velocix Solutions,2.8,Internet,51-200 Employees,Public,22,Chennai
ArcelorMittal,4.0,Iron & Steel,501-1k Employees,Forbes Global 2000,18,Chennai
Mitsui O.S.K. Lines,4.0,Ports & Shipping,51-200 Employees,Forbes Global 2000,140,Chennai
CCI Logistics,3.1,Logistics,201-500 Employees,Public,47,Chennai
DSM,4.4,Chemicals,1k-5k Employees,Forbes Global 2000,122,Chennai
Zee Learn,3.8,Education & Training,201-500 Employees,Public,8,Chennai
Mitsui O.S.K. Lines,4.0,Ports & Shipping,51-200 Employees,Forbes Global 2000,140,Chennai
CCI Logistics,3.1,Logistics,201-500 Employees,Public,47,Chennai
KEI Industries,4.2,Electrical Equipment,1k-5k Employees,Public,56,Chennai
Apple,4.3,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,48,Chennai
Volvo,4.1,Automobile,1k-5k Employees,Forbes Global 2000,97,Chennai
Food Corporation of India,4.2,Government,10k-50k Employees (Global),Central,59,Chennai
DSM,4.4,Chemicals,1k-5k Employees,Forbes Global 2000,122,Chennai
Zee Learn,3.8,Education & Training,201-500 Employees,Public,8,Chennai
Trigyn Technologies,3.8,IT Services & Consulting,501-1k Employees,Public,38,Chennai
Stanley Black & Decker,4.0,Industrial Machinery,1k-5k Employees,Forbes Global 2000,181,Chennai
ArcelorMittal,4.0,Iron & Steel,501-1k Employees,Forbes Global 2000,18,Chennai
Lacoste,4.2,Fashion & Textile,5k-10k Employees (Global),Public,91,Chennai
Indoco Remedies,3.7,Pharma,5k-10k Employees,Public,77,Chennai
Goodyear,4.0,Auto Components,501-1k Employees,Public,126,Chennai
KPR Mill,4.1,Fashion & Textile,501-1k Employees,Public,40,Chennai
Loadshare Networks,3.6,Logistics,501-1k Employees,Startup,7,Chennai
Bank Muscat,4.2,Banking,51-200 Employees,Forbes Global 2000,42,Mumbai
Tech Data,4.0,IT Services & Consulting,501-1k Employees,Public,50,Chennai
Cera Sanitaryware,4.3,Building Material,1k-5k Employees,Public,44,Chennai
Emerald Jewel Industry India,3.9,Jewellery,51-200 Employees,Public,40,Chennai
Nidec Corporation,4.0,Industrial Machinery,501-1k Employees,Forbes Global 2000,51,Chennai
STAR,4.2,Broadcasting,1k-5k Employees,Conglomerate,30,Chennai
VST Industries,4.1,FMCG,501-1k Employees,Public,94,Chennai
SAP,4.3,Software Product,10k-50k Employees,Forbes Global 2000,52,Chennai
Negup Solutions,5.0,IT Services & Consulting,1-10 Employees,Startup,6,Chennai
Goodyear,4.0,Auto Components,501-1k Employees,Public,126,Chennai
Indoco Remedies,3.7,Pharma,5k-10k Employees,Public,77,Chennai
Lacoste,4.2,Fashion & Textile,5k-10k Employees (Global),Public,91,Chennai
Schaeffler India,4.2,Auto Components,1k-5k Employees,Public,78,Chennai
Pec,4.7,Analytics & KPO,501-1k Employees,Central,40,Chennai
SAP,4.3,Software Product,10k-50k Employees,Forbes Global 2000,52,Chennai
Zydus Wellness,3.9,FMCG,501-1k Employees,Public,36,Chennai
Lumen Technologies,4.0,Hardware & Networking,1k-5k Employees,Forbes Global 2000,94,Chennai
Hindustan Sanitaryware & Industries,4.1,Furniture & Furnishing,1k-5k Employees,Public,64,Chennai
Tci Freight,4.3,Logistics,201-500 Employees,Public,66,Chennai
Cera Sanitaryware,4.3,Building Material,1k-5k Employees,Public,44,Chennai
Macpower Cnc Machines,3.3,Industrial Machinery,201-500 Employees,Public,21,Chennai
Lumen Technologies,4.0,Hardware & Networking,1k-5k Employees,Forbes Global 2000,94,Chennai
Tide Water Oil,3.8,Chemicals / Agri Inputs,501-1k Employees,Public,96,Chennai
Axio,3.7,Financial Services,501-1k Employees,Startup,11,Chennai
Volvo,4.1,Automobile,1k-5k Employees,Forbes Global 2000,97,Chennai
Apple,4.3,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,48,Chennai
KEI Industries,4.2,Electrical Equipment,1k-5k Employees,Public,56,Chennai
Food Corporation of India,4.2,Government,10k-50k Employees (Global),Central,59,Mumbai
Trigyn Technologies,3.8,IT Services & Consulting,501-1k Employees,Public,38,Mumbai
Ok Play,3.6,Industrial Machinery,51-200 Employees,Public,31,Mumbai
Ripplr,3.9,Internet,201-500 Employees,Startup,5,Mumbai
Riddhi Corporate Services,3.9,IT Services & Consulting,11-50 Employees,Public,14,Chennai
Sakthi Finance,4.3,Financial Services,201-500 Employees,Public,69,Chennai
American Tower Corporation,3.9,Telecom,501-1k Employees,Forbes Global 2000,29,Chennai
Ripplr,3.9,Internet,201-500 Employees,Startup,5,Chennai
Ok Play,3.6,Industrial Machinery,51-200 Employees,Public,31,Chennai
American Tower Corporation,3.9,Telecom,501-1k Employees,Forbes Global 2000,29,Chennai
Tuticorin Alkali Chemicals Fertilizers,3.3,Chemicals,201-500 Employees,Public,53,Chennai
Intas Pharmaceuticals,4.2,Pharma,10k-50k Employees,Fortune India 500,47,Chennai
Olympus,4.1,Healthcare,201-500 Employees,Forbes Global 2000,14,Chennai
Rapido,3.8,Internet,1k-5k Employees,Startup,9,Chennai
Schaeffler India,4.2,Auto Components,1k-5k Employees,Public,78,Chennai
Leap Finance,4.2,FinTech,501-1k Employees,Startup,5,Chennai
Nuvoco Vistas,4.2,Building Material,1k-5k Employees,Fortune India 500,25,Chennai
Tuticorin Alkali Chemicals Fertilizers,3.3,Chemicals,201-500 Employees,Public,53,Chennai
Federal Mogul Goetze,4.2,Auto Components,1k-5k Employees,Public,70,Chennai
MAS Financial Services,3.7,Financial Services,1k-5k Employees,Public,29,Chennai
Securens System,4.2,Law Enforcement & Security,201-500 Employees,Startup,12,Chennai
Auxilo Finserve,4.2,Financial Services,51-200 Employees,Startup,7,Chennai
Muthoot Pappachan Group,3.1,Financial Services,10k-50k Employees,Conglomerate,137,Chennai
Digit Insurance,4.0,Insurance,1k-5k Employees,Fortune India 500,8,Chennai
Procter & Gamble,4.2,FMCG,1k-5k Employees,Public,187,Chennai
Uber eats,4.5,Internet,1k-5k Employees (Global),Startup,10,Chennai
Digit Insurance,4.0,Insurance,1k-5k Employees,Fortune India 500,8,Chennai
Muthoot Pappachan Group,3.1,Financial Services,10k-50k Employees,Conglomerate,137,Chennai
Delta Electronics,4.0,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,32,Chennai
Biocon Limited,3.9,Biotechnology,5k-10k Employees,Public,46,Chennai
UAE Exchange,4.2,FinTech,1-10 Employees,Public,29,Chennai
UAE Exchange,4.2,FinTech,1-10 Employees,Public,29,Chennai
Kangaroo Kids Education,4.4,Education & Training,51-200 Employees,Public,31,Chennai
M M Rubber Company,4.8,Furniture & Furnishing,201-500 Employees,Public,60,Chennai
Uniply Industries,3.1,Furniture & Furnishing,51-200 Employees,Public,36,Chennai
Davita Nephrolife Care,4.4,Healthcare,51-200 Employees,Forbes Global 2000,15,Chennai
Uniply Industries,3.1,Furniture & Furnishing,51-200 Employees,Public,36,Chennai
Davita Nephrolife Care,4.4,Healthcare,51-200 Employees,Forbes Global 2000,15,Chennai
Harita Seating Systems,3.9,Auto Components,201-500 Employees,Public,14,Chennai
Jetfleet,3.6,Internet,201-500 Employees,Startup,6,Chennai
The Oriental Insurance Co.,4.5,Insurance,10k-50k Employees,Central,77,Chennai
M M Rubber Company,4.8,Furniture & Furnishing,201-500 Employees,Public,60,Chennai
PipeCandy,4.7,Software Product,11-50 Employees,Startup,8,Chennai
Agarwal Packers and Movers Limited,3.6,Logistics,5k-10k Employees,Public,37,Mumbai
Techno Electric & Engineering Company,4.0,Engineering & Construction,201-500 Employees,Public,61,Chennai
Mitsubishi Heavy Industries,4.1,Industrial Machinery,51-200 Employees,Forbes Global 2000,140,Chennai
Locuz Enterprise Solutions,4.2,IT Services & Consulting,501-1k Employees,Public,25,Chennai
LendingKart,3.2,NBFC,1k-5k Employees,Public,10,Chennai
Paul Merchants,4.3,NBFC,1k-5k Employees,Public,40,Chennai
SkillRecruit,4.7,Recruitment,201-500 Employees,MNC,19,Chennai
Utkarsh Small Finance Bank,3.9,Banking,10k-50k Employees,Public,15,Chennai
Career Point,3.5,Education & Training,501-1k Employees,Public,31,Chennai
Jeevan Scientific Technology,3.7,Healthcare,51-200 Employees,Public,25,Chennai
Ang India,4.0,Consumer Electronics & Appliances,201-500 Employees,Public,46,Chennai
Setco Automotive,3.9,Auto Components,501-1k Employees,Public,42,Chennai
Themis Medicare,3.7,Pharma,201-500 Employees,Public,55,Chennai
Orient Bell,3.8,Building Material,501-1k Employees,Public,47,Mumbai
Archidply Industries,4.0,Furniture & Furnishing,501-1k Employees,Public,48,Mumbai
Elecon Engineering,4.2,Electrical Equipment,501-1k Employees,Public,73,Mumbai
Dilip Buildcon,4.1,Engineering & Construction,10k-50k Employees,Public,37,Mumbai
Tango Eye,2.6,Internet,11-50 Employees,Startup,7,Chennai
CriticaLog India Private Limited,4.6,Logistics,501-1k Employees,Startup,11,Chennai
Wonderla Holidays,4.6,Hospitality,501-1k Employees,Public,24,Chennai
J. Kumar Infraprojects,4.1,Engineering & Construction,5k-10k Employees,Public,44,Chennai
KreditBee,3.6,Internet,501-1k Employees,Startup,6,Chennai
Cybele Industries,4.0,Real Estate,51-200 Employees,Public,31,Chennai
Sri Chaitanya Schools,3.9,Education & Training,11-50 Employees,Public,38,Chennai
Indian Railway Catering and Tourism,4.0,Urban Transport,1k-5k Employees,Public,25,Chennai
Transsion,4.2,Consumer Electronics & Appliances,501-1k Employees,Public,18,Chennai
Alibaba Group,4.0,Internet,501-1k Employees,Public,25,Chennai
Linde India,4.1,Oil & Gas,201-500 Employees,Public,145,Chennai
Teachmint,3.4,EdTech,501-1k Employees,Startup,4,Chennai
Orient Cement,4.3,Building Material,1k-5k Employees,Public,45,Chennai
FoodPanda,3.9,Internet,501-1k Employees,Startup,12,Chennai
Poly Medicure,3.7,Medical Equipment,1k-5k Employees,Public,27,Chennai
Brick&Bolt,4.0,Engineering & Construction,51-200 Employees,Startup,7,Chennai
Genus Power Infrastructures,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,32,Chennai
Roto Pumps,3.8,Industrial Machinery,201-500 Employees,Public,56,Chennai
Batliboi,4.2,Industrial Machinery,501-1k Employees,Public,132,Chennai
Nicco Engineering Services,4.1,Engineering & Construction,51-200 Employees,Public,44,Chennai
Cashkaro.com,3.5,Internet,51-200 Employees,Startup,12,Chennai
Poly Medicure,3.7,Medical Equipment,1k-5k Employees,Public,27,Chennai
Brick&Bolt,4.0,Engineering & Construction,51-200 Employees,Startup,7,Chennai
Air India Engineering Services,3.9,Industrial Machinery,501-1k Employees,Public,20,Chennai
Genus Power Infrastructures,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,32,Jaipur
Acer India,4.2,IT Services & Consulting,51-200 Employees,Public,48,Mumbai
Patel Integrated Logistics,4.3,Logistics,201-500 Employees,Public,65,Mumbai
Raptakos Brett and Company,3.6,Pharma,201-500 Employees,Public,94,Mumbai
Treebo Hotels,3.5,Internet,51-200 Employees,Startup,9,Mumbai
N.C.L. Industries,3.9,Building Material,501-1k Employees,Public,44,Chennai
NOON.COM,3.8,Internet,1k-5k Employees,Startup,8,Chennai
FANUC,3.9,Industrial Machinery,501-1k Employees,Forbes Global 2000,68,Chennai
LIXIL,4.0,Building Material,501-1k Employees,Public,17,Chennai
Techno Electric & Engineering Company,4.0,Engineering & Construction,201-500 Employees,Public,61,Chennai
ELGI Equipments,4.1,Industrial Machinery,1k-5k Employees,Public,64,Chennai
John Deere,4.3,Industrial Machinery,5k-10k Employees,Fortune India 500,23,Chennai
Linde India,4.1,Oil & Gas,201-500 Employees,Public,145,Chennai
Ang India,4.0,Consumer Electronics & Appliances,201-500 Employees,Public,46,Chennai
Air India Engineering Services,3.9,Industrial Machinery,501-1k Employees,Public,20,Chennai
Jeevan Scientific Technology,3.7,Healthcare,51-200 Employees,Public,25,Chennai
Locuz Enterprise Solutions,4.2,IT Services & Consulting,501-1k Employees,Public,25,Chennai
Orient Cement,4.3,Building Material,1k-5k Employees,Public,45,Chennai
Forbes & Company,4.1,Engineering & Construction,501-1k Employees,Fortune India 500,259,Chennai
Emirates NBD,3.9,Banking,201-500 Employees,Public,61,Chennai
Thyrocare Technologies,3.6,Healthcare,1k-5k Employees,Public,28,Chennai
GTL,4.2,Hardware & Networking,1k-5k Employees,Public,37,Chennai
SkillRecruit,4.7,Recruitment,201-500 Employees,MNC,19,Chennai
Career Point,3.5,Education & Training,501-1k Employees,Public,31,Chennai
Wonderla Holidays,4.6,Hospitality,501-1k Employees,Public,24,Chennai
J. Kumar Infraprojects,4.1,Engineering & Construction,5k-10k Employees,Public,44,Chennai
